,row_id,player_id,school,wave,session,date,event_id,event_description,event_category,event_time,event_time_dbl,stack_id,stack_title,data_headers,data_values,skill_level_know,skill_level_priority,skill_level_people,skill_level_refusal,skill_level_me,minigame_id,minigame_level,skill_id,old_skill_point,new_skill_point,object_id,object_locked,object_first_time_unlocked,pan_scene_start_left,pan_scene_end_left,scan_start_point,scan_end_point,sense_id,object_scan_result,animatic_id,animatic_time_elapsed,animatic_time_left,avatar_age,avatar_gender,avatar_name,avatar_id,name_of_file,event_type,aa_level_id,chunk_id,piece_id,old_choice_id,old_label,choice_id,new_choice_id,new_label,stars_for_this_level_old,stars_for_this_level_new,npc_id,npc_fact_data_type,previous_rank_id,new_rank_id,invitation_id,inviting_npc_id,inviting_npc_rank_id,chosen_response,points_lost_gained,strike,total_points,total_strikes,missed_safe_invitations,accepted_unsafe_invitations,priority_type,card_id,opportunity_card_id,stop_think_id,priority_type_2,resulting_priority_type,priority_protected_true_false,gaining_priority_type,amount_gained,losing_priority_type,amount_lost,goal_1_priority_type,goal1_amount,goal1_achieved_amount,goal_2_priority_type,goal2_amount,goal2_achieved_amount,draws_remaining,starter_statement_id,validity,cred_lost_gained,fact_card_id,chosen_fact_card_id,opponent_its_on_statement_id,players_chosen_response_id,player_won,players_cred_total,item_locked_unlocked_states,proportion_complete,starting_screen_pan_position_x,starting_screen_pan_position_y,starting_screen_pan_position_w,starting_screen_pan_position_h,ending_screen_pan_position_x,ending_screen_pan_position_y,ending_screen_pan_position_w,ending_screen_pan_position_h,real_date_time,json_gamestate_dump,intention_id,answer_validity,influence_id,influence_id1,clip1_validity,influence_id2,clip2_validity,influence_id3,clip3_validity,opponent_attack_id,chosen_opponent_attack_type_id,player_point_loss,strategy_id,strategy_strength,piece_id_2,piece1_id,piece2_id,piece3_id,opponent_point_loss,player_points,opponent_points,old_rating,new_rating,priority_type_that_went_to_zero,epilogue_item_id,item_locked_unlocked_state
2105617,2105618,65670032,1531,Single wave,Session 10,2013-12-13,510,Player selects a sentence piece,Refuse Power Minigame,1H 13M 42S,4422,5.0,,"Minigame level id, strategy id, piece id","5,[AvailableRefusalData_logId:2,2A]",,,,,,,5.0,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Refusal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[AvailableRefusalData_logId:2,,2A,,,,,,,,,,,
2105618,2105619,65670032,1531,Single wave,Session 10,2013-12-13,511,Player hits Say It,Refuse Power Minigame,1H 13M 42S,4422,5.0,,"Minigame level id, strategy id, piece1 id, piece2 id, piece3 id, answer validity, opponent point loss","5,[AvailableRefusalData_logId:2,0A,1A,2A,true,50]",,,,,,,5.0,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Refusal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,[AvailableRefusalData_logId:2,,,0A,1A,2A,50.0,,,,,,,
2105619,2105620,65670032,1531,Single wave,Session 10,2013-12-13,512,Player hits continue arrow after their own attack,Refuse Power Minigame,1H 13M 45S,4425,5.0,,Minigame level id,5,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Refusal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105620,2105621,65670032,1531,Single wave,Session 10,2013-12-13,513,Opponent counters,Refuse Power Minigame,1H 13M 45S,4425,5.0,,"Minigame level id, player point loss","5,[0]",,,,,,,5.0,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Refusal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
2105621,2105622,65670032,1531,Single wave,Session 10,2013-12-13,514,Player hits continue arrow after opponent reaction,Refuse Power Minigame,1H 13M 46S,4426,5.0,,Minigame level id,5,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Refusal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105622,2105623,65670032,1531,Single wave,Session 10,2013-12-13,507,Player chooses opponent's attack strategy,Refuse Power Minigame,1H 13M 53S,4433,5.0,,"Minigame level id, opponent attack id, chosen opponent attack type id, validity, player point loss","5,[OpponentAttackData_logId:1,OpponentAttackTypeData_logId:0,true,0]",,,,,,,5.0,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Refusal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[OpponentAttackData_logId:1,OpponentAttackTypeData_logId:0,0.0,,,,,,,,,,,,,,
2105623,2105624,65670032,1531,Single wave,Session 10,2013-12-13,508,Player hits continue arrow after selecting opponent's attack,Refuse Power Minigame,1H 13M 55S,4435,5.0,,Minigame level id,5,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Refusal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105624,2105625,65670032,1531,Single wave,Session 10,2013-12-13,509,Player selects their own attack strategy,Refuse Power Minigame,1H 14M 0S,4440,5.0,,"Minigame level id, strategy id, strategy strength","5,[RefusalData_logId:4,2]",,,,,,,5.0,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Refusal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[RefusalData_logId:4,2.0,,,,,,,,,,,,
2105625,2105626,65670032,1531,Single wave,Session 10,2013-12-13,510,Player selects a sentence piece,Refuse Power Minigame,1H 14M 3S,4443,5.0,,"Minigame level id, strategy id, piece id","5,[AvailableRefusalData_logId:4,0A]",,,,,,,5.0,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Refusal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[AvailableRefusalData_logId:4,,0A,,,,,,,,,,,
2105626,2105627,65670032,1531,Single wave,Session 10,2013-12-13,510,Player selects a sentence piece,Refuse Power Minigame,1H 14M 4S,4444,5.0,,"Minigame level id, strategy id, piece id","5,[AvailableRefusalData_logId:4,1A]",,,,,,,5.0,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Refusal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[AvailableRefusalData_logId:4,,1A,,,,,,,,,,,
2105627,2105628,65670032,1531,Single wave,Session 10,2013-12-13,510,Player selects a sentence piece,Refuse Power Minigame,1H 14M 5S,4445,5.0,,"Minigame level id, strategy id, piece id","5,[AvailableRefusalData_logId:4,2A]",,,,,,,5.0,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Refusal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[AvailableRefusalData_logId:4,,2A,,,,,,,,,,,
2105628,2105629,65670032,1531,Single wave,Session 10,2013-12-13,511,Player hits Say It,Refuse Power Minigame,1H 14M 5S,4445,5.0,,"Minigame level id, strategy id, piece1 id, piece2 id, piece3 id, answer validity, opponent point loss","5,[AvailableRefusalData_logId:4,0A,1A,2A,true,50]",,,,,,,5.0,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Refusal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,[AvailableRefusalData_logId:4,,,0A,1A,2A,50.0,,,,,,,
2105629,2105630,65670032,1531,Single wave,Session 10,2013-12-13,512,Player hits continue arrow after their own attack,Refuse Power Minigame,1H 14M 8S,4448,5.0,,Minigame level id,5,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Refusal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105630,2105631,65670032,1531,Single wave,Session 10,2013-12-13,515,Game ends (one character hit 0),Refuse Power Minigame,1H 14M 8S,4448,5.0,,"Minigame level id, player points, opponent points","5,[150,0]",,,,,,,5.0,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Refusal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,0.0,,,,,
2105631,2105632,65670032,1531,Single wave,Session 10,2013-12-13,516,Player hits continue arrow after game end,Refuse Power Minigame,1H 14M 8S,4448,5.0,,Minigame level id,5,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Refusal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105632,2105633,65670032,1531,Single wave,Session 10,2013-12-13,517,Player hits continue on results panel,Refuse Power Minigame,1H 14M 11S,4451,5.0,,Minigame level id,5,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Refusal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105633,2105634,65670032,1531,Single wave,Session 10,2013-12-13,1005,Player earns additional skill point,Minigame General,1H 14M 11S,4451,5.0,,"Minigame level id, skill id, old skill point value, new skill point value","5,[3,0,3]",,,,,,,5.0,Refusal,0.0,3.0,,,,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Minigame challenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105634,2105635,65670032,1531,Single wave,Session 10,2013-12-13,1001,Player hits done on results panel,Minigame General,1H 14M 12S,4452,5.0,,Minigame level id,5,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Minigame challenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105635,2105636,65670032,1531,Single wave,Session 10,2013-12-13,1003,Player enters Level Select menu,Minigame General,1H 14M 12S,4452,5.0,,Minigame id,3,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Minigame challenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105636,2105637,65670032,1531,Single wave,Session 10,2013-12-13,1004,Player selects minigame level,Minigame General,1H 14M 13S,4453,5.0,,Minigame level id,6,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Minigame challenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105637,2105638,65670032,1531,Single wave,Session 10,2013-12-13,500,Player closes intro panel to start game,Refuse Power Minigame,1H 14M 16S,4456,5.0,,Minigame level id,6,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Refusal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105638,2105639,65670032,1531,Single wave,Session 10,2013-12-13,501,Player hits continue arrow after first opponent statement,Refuse Power Minigame,1H 14M 18S,4458,5.0,,Minigame level id,6,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Refusal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105639,2105640,65670032,1531,Single wave,Session 10,2013-12-13,502,Player selects answer for what opponent means,Refuse Power Minigame,1H 14M 21S,4461,5.0,,"Minigame level id, Intention id, answer validity","6,[IntentionData_logId:4,true]",,,,,,,6.0,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Refusal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[IntentionData_logId:4,true],,,,,,,,,,,,,,,,,,,,,,,,
2105640,2105641,65670032,1531,Single wave,Session 10,2013-12-13,503,Player hits continue on results for Think phase,Refuse Power Minigame,1H 14M 21S,4461,5.0,,Minigame level id,6,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Refusal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105641,2105642,65670032,1531,Single wave,Session 10,2013-12-13,504,Player starts an audio clip in Prepare phase,Refuse Power Minigame,1H 14M 24S,4464,5.0,,"Minigame level id, Influence id","6,[InfluenceData_logId:0]",,,,,,,6.0,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Refusal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[InfluenceData_logId:0],,,,,,,,,,,,,,,,,,,,,,,
2105642,2105643,65670032,1531,Single wave,Session 10,2013-12-13,504,Player starts an audio clip in Prepare phase,Refuse Power Minigame,1H 14M 26S,4466,5.0,,"Minigame level id, Influence id","6,[InfluenceData_logId:1]",,,,,,,6.0,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Refusal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[InfluenceData_logId:1],,,,,,,,,,,,,,,,,,,,,,,
2105643,2105644,65670032,1531,Single wave,Session 10,2013-12-13,504,Player starts an audio clip in Prepare phase,Refuse Power Minigame,1H 14M 28S,4468,5.0,,"Minigame level id, Influence id","6,[InfluenceData_logId:5]",,,,,,,6.0,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Refusal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[InfluenceData_logId:5],,,,,,,,,,,,,,,,,,,,,,,
2105644,2105645,65670032,1531,Single wave,Session 10,2013-12-13,504,Player starts an audio clip in Prepare phase,Refuse Power Minigame,1H 14M 32S,4472,5.0,,"Minigame level id, Influence id","6,[InfluenceData_logId:7]",,,,,,,6.0,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Refusal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[InfluenceData_logId:7],,,,,,,,,,,,,,,,,,,,,,,
