,row_id,player_id,school,wave,session,date,event_id,event_description,event_category,event_time,event_time_dbl,stack_id,stack_title,data_headers,data_values,skill_level_know,skill_level_priority,skill_level_people,skill_level_refusal,skill_level_me,minigame_id,minigame_level,skill_id,old_skill_point,new_skill_point,object_id,object_locked,object_first_time_unlocked,pan_scene_start_left,pan_scene_end_left,scan_start_point,scan_end_point,sense_id,object_scan_result,animatic_id,animatic_time_elapsed,animatic_time_left,avatar_age,avatar_gender,avatar_name,avatar_id,name_of_file,event_type,aa_level_id,chunk_id,piece_id,old_choice_id,old_label,choice_id,new_choice_id,new_label,stars_for_this_level_old,stars_for_this_level_new,npc_id,npc_fact_data_type,previous_rank_id,new_rank_id,invitation_id,inviting_npc_id,inviting_npc_rank_id,chosen_response,points_lost_gained,strike,total_points,total_strikes,missed_safe_invitations,accepted_unsafe_invitations,priority_type,card_id,opportunity_card_id,stop_think_id,priority_type_2,resulting_priority_type,priority_protected_true_false,gaining_priority_type,amount_gained,losing_priority_type,amount_lost,goal_1_priority_type,goal1_amount,goal1_achieved_amount,goal_2_priority_type,goal2_amount,goal2_achieved_amount,draws_remaining,starter_statement_id,validity,cred_lost_gained,fact_card_id,chosen_fact_card_id,opponent_its_on_statement_id,players_chosen_response_id,player_won,players_cred_total,item_locked_unlocked_states,proportion_complete,starting_screen_pan_position_x,starting_screen_pan_position_y,starting_screen_pan_position_w,starting_screen_pan_position_h,ending_screen_pan_position_x,ending_screen_pan_position_y,ending_screen_pan_position_w,ending_screen_pan_position_h,real_date_time,json_gamestate_dump,intention_id,answer_validity,influence_id,influence_id1,clip1_validity,influence_id2,clip2_validity,influence_id3,clip3_validity,opponent_attack_id,chosen_opponent_attack_type_id,player_point_loss,strategy_id,strategy_strength,piece_id_2,piece1_id,piece2_id,piece3_id,opponent_point_loss,player_points,opponent_points,old_rating,new_rating,priority_type_that_went_to_zero,epilogue_item_id,item_locked_unlocked_state
1716660,1716661,6606004,9691,Single wave,Session 7,2014-03-27,210,Player begins to scan Scene using Sense,Challenge Stack,7H 39M 43S,27583,6.0,,"startscan_x,startscan_y","380,455",,,,,,,,,,,,,,,,"(380, 455)",,,,,,,,,,,Session_7_eventLog_6606004.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037390,1037391,6486034,647,Spring (Wave 2) 2014 Class 2,Session 6,2014-03-27,420,End of level,Knowledge Minigame,4H 57M 53S,17873,6.0,,"Minigame level id, player's Cred total","7,[56]",,,,,,,7.0,,,,,,,,,,,,,,,,,,,,Session_6_eventLog_6486034.log,Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659784,1659785,6567003,1531,Single wave,Session 5,2013-11-01,909,Player chooses response to invitation,People Sense,4H 30M 43S,16243,8.0,,"Minigame level id, invitation id, inviting NPC id, inviting NPC rank id, chosen response","9,[InvitationData_id:11,PeopleData_id:0,RankTypes_id:3,1]",,,,,,,9.0,,,,,,,,,,,,,,,,,,,,Session_5_eventLog_6567005.log,People,,,,,,,,,,,,,,,[InvitationData_id:11,PeopleData_id:0,RankTypes_id:3,1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973468,1973469,6608003,6266,Single wave,Session 8,2014-04-10,417,Player hits continue arrow after crowd response to their chosen It's On! statement,Knowledge Minigame,7H 59M 28S,28768,11.0,,"Minigame level id, Starter Statement id, Opponent It's On statement id","5,[StatementsData_logId:1,DuelResponsesData_logId:3]",,,,,,,5.0,,,,,,,,,,,,,,,,,,,,Session_8_eventLog_6608003_session_8.log,Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[StatementsData_logId:1,,,,,DuelResponsesData_logId:3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749332,1749333,6606007,9691,Single wave,Session 3,2014-03-11,302,Player selects aspirational avatar choice,AspirationalAvatar,3H 14M 22S,11662,2.0,,"AA Level id, Chunk id, Piece id, Choice id","2,0,0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,Session_3_eventLog_6606007_session3.log,Me Power,2.0,0.0,0.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1358711,1358712,6546003,5340,Single wave,Sessions 3 _ 4,2013-07-10,213,Player touches Object,Challenge Stack,1H 46M 22S,6382,1.0,What I Did That Summer,"Stack id, Object id, result (Was player able to activate object?)","1,s_kid1_G7b2N,true",,,,,,,,,,,s_kid1_G7b2N,,,,,,,,True,,,,,,,,Sessions_3___4_eventLog_6546003.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514092,1514093,6566001,4829,Fall 2013,Session 15,2014-01-07,510,Player selects a sentence piece,Refuse Power Minigame,178H 50M 19S,643819,10.0,,"Minigame level id, strategy id, piece id","2,[AvailableRefusalData_logId:6,1A]",,,,,,,2.0,,,,,,,,,,,,,,,,,,,,Session_15_eventLog_6566001.log,Refusal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[AvailableRefusalData_logId:6,,1A,,,,,,,,,,,
1427421,1427422,6546007,5340,Single wave,Session 11,2013-07-25,415,Player selects answer in It's On!,Knowledge Minigame,9H 37M 26S,34646,7.0,,"Minigame level id, Starter Statement id, Opponent It's On statement id, Player's Chosen Response id","9,[StatementsData_logId:0,DuelResponsesData_logId:2,DuelResponsesData_witty_player_response]",,,,,,,9.0,,,,,,,,,,,,,,,,,,,,Session_11_eventLog_6546007.log,Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[StatementsData_logId:0,,,,,DuelResponsesData_logId:2,DuelResponsesData_witty_player_response],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12262,12263,6427001,3561,"3561 (T,TH) Spring 2013",Session 8,2013-04-04,507,Player chooses opponent's attack strategy,Refuse Power Minigame,8H 5M 34S,29134,9.0,,"Minigame level id, opponent attack id, chosen opponent attack type id, validity, player point loss","8,[OpponentAttackData_logId:2,OpponentAttackTypeData_logId:0,false,30]",,,,,,,8.0,,,,,,,,,,,,,,,,,,,,Session_8_eventLog_6427001.log,Refusal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[OpponentAttackData_logId:2,OpponentAttackTypeData_logId:0,30.0,,,,,,,,,,,,,,
182004,182005,6427021,3561,3561 Summer 2013 - Group 2,Session 4,2013-07-22,503,Player hits continue on results for Think phase,Refuse Power Minigame,4H 58M 53S,17933,6.0,,Minigame level id,6,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,Session_4_eventLog_6427021.log,Refusal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563067,563068,6430004,1827,Summer 2013,Session 6,2013-07-25,500,Player closes intro panel to start game,Refuse Power Minigame,5H 26M 30S,19590,1.0,,Minigame level id,0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_6_eventLog_6430004.log,Refusal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000961,1000962,6486030,647,Spring (Wave 1) 2014 Class 1,Session 8,2014-03-21,210,Player begins to scan Scene using Sense,Challenge Stack,7H 18M 55S,26335,9.0,,"startscan_x,startscan_y","722,544",,,,,,,,,,,,,,,,"(722, 544)",,,,,,,,,,,Session_8_eventLog_6486030_session8.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1557755,1557756,6566004,4829,Fall 2013,Session 12,2013-11-26,213,Player touches Object,Challenge Stack,171H 9M 58S,616198,2.0,My Friend's Birthday Party,"Stack id, Object id, result (Was player able to activate object?)","2,c_crewKid1_F_a_G8a3P,true",,,,,,,,,,,c_crewKid1_F_a_G8a3P,,,,,,,,True,,,,,,,,Session_12_eventLog_6566004.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186992,186993,6427021,3561,3561 Summer 2013 - Group 2,Session 7,2013-07-29,213,Player touches Object,Challenge Stack,8H 6M 54S,29214,8.0,When HIV Hits Close to Home,"Stack id, Object id, result (Was player able to activate object?)","8,s_bed_F_G11a1N,true",,,,,,,,,,,s_bed_F_G11a1N,,,,,,,,True,,,,,,,,Session_7_eventLog_6427021.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243825,1243826,6506005,2238,Fall ( Wave 2) 2013,Session 2,2013-11-21,210,Player begins to scan Scene using Sense,Challenge Stack,2H 3M 33S,7413,2.0,,"startscan_x,startscan_y","714,476",,,,,,,,,,,,,,,,"(714, 476)",,,,,,,,,,,Session_2_eventLog_6506005.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135960,135961,6427017,3561,3561 Summer 2013 - Group 2,Session 4,2013-07-15,510,Player selects a sentence piece,Refuse Power Minigame,50H 13M 22S,180802,2.0,,"Minigame level id, strategy id, piece id","1,[AvailableRefusalData_logId:4,2A]",,,,,,,1.0,,,,,,,,,,,,,,,,,,,,Session_4_eventLog_6427017.log,Refusal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[AvailableRefusalData_logId:4,,2A,,,,,,,,,,,
1798286,1798287,6607001,7167,Spring 2014~ Wave 1,Session 6,2014-03-20,219,Player opens scene info panel,Challenge Stack,529H 11M 24S,1905084,3.0,Grandma's Pills,Stack id,3,,,,,,,,,,,,,,,,,,,,,,,,,,,Session_6_eventLog_6607001_session6.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535960,535961,6430003,1827,Summer 2013,Session 10,2013-07-26,404,"Player selects ""Opinion""",Knowledge Minigame,1H 10M 41S,4241,1.0,,"Minigame level id, Starter Statement id, validity","3,[StatementsData_logId:2,true]",,,,,,,3.0,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_6430003.log,Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[StatementsData_logId:2,true],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115699,1115700,6486039,647,Spring 2014 Wave 3,Session 5,2014-05-29,221,Player opens  Change Decision panel,Challenge Stack,4H 19M 54S,15594,2.0,My Friend's Birthday Party,Stack id,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Session_5_eventLog_6486039.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615833,615834,6486002,647,Spring 2013,Session 2,2013-04-23,220,Player closes Change Decision panel,Challenge Stack,1H 42M 42S,6162,1.0,What I Did That Summer,Stack id,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Session_2_eventLog_6486002.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879971,879972,6486020,647,Fall (Wave 1) 2013,Session 7,2013-12-09,816,Player picks card,Priority Sense,5H 49M 53S,20993,8.0,,"Minigame level id, Priority type, card id","4,2,OpportunityCardData_id:15",,,,,,,4.0,,,,,,,,,,,,,,,,,,,,Session_7_eventLog_6486020.log,priority,,,,,,,,,,,,,,,,,,,,,,,,,2.0,OpportunityCardData_id:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103732,103733,6427013,3561,"3561 (M,W) Spring 2013",Session 4,2013-04-03,504,Player starts an audio clip in Prepare phase,Refuse Power Minigame,3H 26M 7S,12367,3.0,,"Minigame level id, Influence id","5,[InfluenceData_logId:8]",,,,,,,5.0,,,,,,,,,,,,,,,,,,,,Session_4_eventLog_6427013.log,Refusal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[InfluenceData_logId:8],,,,,,,,,,,,,,,,,,,,,,,
1968997,1968998,6608003,6266,Single wave,Session 6,2014-03-27,910,Player hits continue button after seeing invitation results panel,People Sense,5H 42M 21S,20541,8.0,,"Minigame level id, invitation id, points lost/gained, strike?","9,[InvitationData_id:8,-7,false]",,,,,,,9.0,,,,,,,,,,,,,,,,,,,,Session_6_eventLog_6608003.log,People,,,,,,,,,,,,,,,[InvitationData_id:8,,,,-7.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112579,1112580,6486039,647,Spring 2014 Wave 3,Session 3,2014-05-23,306,Player gains a star in a Asp. Avatar level,AspirationalAvatar,2H 13M 27S,8007,2.0,,"AA Level id, stars for this level old, stars for this level new","2,1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,Session_3_eventLog_6486039.log,Me Power,2.0,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182140,1182141,6506001,2238,Summer 2013,Session 9,2013-07-19,815,Player cycles through Opportunity Cards using arrow buttons,Priority Sense,9H 2M 40S,32560,4.0,,"Minigame level id, Priority type, card id","1,2,OpportunityCardData_id:13",,,,,,,1.0,,,,,,,,,,,,,,,,,,,,Session_9_eventLog_6506001.log,priority,,,,,,,,,,,,,,,,,,,,,,,,,2.0,OpportunityCardData_id:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209504,209505,6427023,3561,3561 Summer 2013 - Group 1,Session 1,2013-07-08,303,Player starts typing in label entry,AspirationalAvatar,9M 5S,545,12.0,,"AA Level id, Chunk id, Piece id, Choice id","0,2,1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427023.log,Me Power,0.0,2.0,1.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299408,299409,6427030,3561,3561 5112 Fall 2013,Session1,2013-10-21,815,Player cycles through Opportunity Cards using arrow buttons,Priority Sense,43M 39S,2619,0.0,,"Minigame level id, Priority type, card id","0,2,OpportunityCardData_id:14",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session1_eventLog_6427030.log,priority,,,,,,,,,,,,,,,,,,,,,,,,,2.0,OpportunityCardData_id:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634104,634105,6486003,647,Spring 2013,Session 4,2013-04-26,909,Player chooses response to invitation,People Sense,3H 21M 36S,12096,4.0,,"Minigame level id, invitation id, inviting NPC id, inviting NPC rank id, chosen response","2,[InvitationData_id:5,PeopleData_id:6,RankTypes_id:3,1]",,,,,,,2.0,,,,,,,,,,,,,,,,,,,,Session_4_eventLog_6486003.log,People,,,,,,,,,,,,,,,[InvitationData_id:5,PeopleData_id:6,RankTypes_id:3,1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400180,400181,6427040,3561,3561 YES! Troup,Session 1,2014-03-28,902,Player selects an NPC fact,People Sense,35M 30S,2130,0.0,,"Minigame level id, NPC id, NPC Fact Data Type","0,[PeopleData_id:2,PeopleData_data1Type]",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427040.log,People,,,,,,,,,,,[PeopleData_id:2,PeopleData_data1Type],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1458040,1458041,6546009,5340,Single wave,Session 10,2013-07-25,213,Player touches Object,Challenge Stack,9H 1M 32S,32492,11.0,My First Paycheck,"Stack id, Object id, result (Was player able to activate object?)","11,s_barDoor_G12b1N,true",,,,,,,,,,,s_barDoor_G12b1N,,,,,,,,True,,,,,,,,Session_10_eventLog_6546009.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174550,1174551,6506001,2238,Summer 2013,Session 6,2013-07-15,415,Player selects answer in It's On!,Knowledge Minigame,5H 30M 50S,19850,0.0,,"Minigame level id, Starter Statement id, Opponent It's On statement id, Player's Chosen Response id","0,[StatementsData_logId:3,DuelResponsesData_logId:7,DuelResponsesData_witty_player_response]",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_6_eventLog_6506001.log,Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[StatementsData_logId:3,,,,,DuelResponsesData_logId:7,DuelResponsesData_witty_player_response],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192531,192532,6427022,3561,3561 Summer 2013 - Group 1,Session 1,2013-07-08,909,Player chooses response to invitation,People Sense,35M 22S,2122,0.0,,"Minigame level id, invitation id, inviting NPC id, inviting NPC rank id, chosen response","0,[InvitationData_id:1,PeopleData_id:0,RankTypes_id:4,1]",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427022.log,People,,,,,,,,,,,,,,,[InvitationData_id:1,PeopleData_id:0,RankTypes_id:4,1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365368,365369,6427036,3561,3561 0647 Fall 2013,Session 10 _ 11,2013-12-03,406,Player hits continue on results for how they identified starter's statement,Knowledge Minigame,8H 52M 18S,31938,7.0,,"Minigame level id, Starter Statement id, cred lost/gained","9,[StatementsData_logId:7,-2]",,,,,,,9.0,,,,,,,,,,,,,,,,,,,,Session_10___11_eventLog_6427036.log,Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[StatementsData_logId:7,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295583,295584,6427029,3561,3561 5112 Fall 2013,Session 2,2013-10-23,416,Player hits continue arrow their character says their chosen It's On answer,Knowledge Minigame,1H 30M 0S,5400,0.0,,"Minigame level id, Starter Statement id, Opponent It's On statement id","0,[StatementsData_logId:0,DuelResponsesData_logId:1]",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_2_eventLog_6427029.log,Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[StatementsData_logId:0,,,,,DuelResponsesData_logId:1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
